Domain, Ia, Ea
0.0253,-0.000255491,-0.001075002
0.02535,-0.000253617,-0.001254926
0.0254,-0.000251591,-0.001434757
0.02545,-0.000249412,-0.001614379
0.0255,-0.000247083,-0.001793673
0.02555,-0.000244604,-0.001972523
0.0256,-0.000241975,-0.002150811
0.02565,-0.000239199,-0.002328419
0.0257,-0.000236275,-0.002505229
0.02575,-0.000233206,-0.002681125
0.0258,-0.000229992,-0.002855987
0.02585,-0.000226636,-0.0030297
0.0259,-0.000223138,-0.003202147
0.02595,-0.0002195,-0.00337321
0.026,-0.000215723,-0.003542773
0.02605,-0.000211811,-0.003710722
0.0261,-0.000207764,-0.003876941
0.02615,-0.000203584,-0.004041317
0.0262,-0.000199274,-0.004203735
0.02625,-0.000194835,-0.004364083
0.0263,-0.000190271,-0.00452225
0.02635,-0.000185582,-0.004678124
0.0264,-0.000180773,-0.004831598
0.02645,-0.000175844,-0.004982561
0.0265,-0.000170799,-0.005130908
0.02655,-0.000165641,-0.005276532
0.0266,-0.000160372,-0.005419329
0.02665,-0.000154994,-0.005559196
0.0267,-0.000149511,-0.005696031
0.02675,-0.000143926,-0.005829736
0.0268,-0.000138242,-0.005960212
0.02685,-0.000132462,-0.006087362
0.0269,-0.000126589,-0.006211092
0.02695,-0.000120626,-0.00633131
0.027,-0.000114577,-0.006447924
0.02705,-0.000108445,-0.006560847
0.0271,-0.000102233,-0.006669991
0.02715,-9.59E-05,-0.006775273
0.0272,-8.96E-05,-0.00687661
0.02725,-8.32E-05,-0.006973922
0.0273,-7.67E-05,-0.007067132
0.02735,-7.01E-05,-0.007156164
0.0274,-6.35E-05,-0.007240947
0.02745,-5.68E-05,-0.007321409
0.0275,-5.01E-05,-0.007397484
0.02755,-4.33E-05,-0.007469105
0.0276,-3.65E-05,-0.007536212
0.02765,-2.97E-05,-0.007598744
0.0277,-2.28E-05,-0.007656645
0.02775,-1.59E-05,-0.00770986
0.0278,-8.98E-06,-0.007758339
0.02785,-2.02E-06,-0.007802033
0.0279,4.95E-06,-0.007840897
0.02795,1.19E-05,-0.007874888
0.028,1.89E-05,-0.007903968
0.02805,2.59E-05,-0.007928101
0.0281,3.29E-05,-0.007947253
0.02815,3.99E-05,-0.007961394
0.0282,4.69E-05,-0.007970497
0.02825,5.39E-05,-0.00797454
0.0283,6.09E-05,-0.0079735
0.02835,6.78E-05,-0.007967363
0.0284,7.47E-05,-0.007956112
0.02845,8.16E-05,-0.007939739
0.0285,8.85E-05,-0.007918235
0.02855,9.53E-05,-0.007891596
0.0286,0.000102067,-0.007859822
0.02865,0.000108796,-0.007822916
0.0287,0.000115476,-0.007780883
0.02875,0.000122101,-0.007733733
0.0288,0.000128667,-0.007681478
0.02885,0.00013517,-0.007624136
0.0289,0.000141606,-0.007561724
0.02895,0.000147972,-0.007494266
0.029,0.000154262,-0.007421788
0.02905,0.000160473,-0.00734432
0.0291,0.000166601,-0.007261895
0.02915,0.000172642,-0.007174548
0.0292,0.000178591,-0.007082319
0.02925,0.000184446,-0.006985251
0.0293,0.000190202,-0.00688339
0.02935,0.000195855,-0.006776786
0.0294,0.000201403,-0.006665491
0.02945,0.00020684,-0.006549561
0.0295,0.000212164,-0.006429055
0.02955,0.00021737,-0.006304035
0.0296,0.000222457,-0.006174566
0.02965,0.000227419,-0.006040718
0.0297,0.000232254,-0.005902561
0.02975,0.000236958,-0.00576017
0.0298,0.000241529,-0.005613623
0.02985,0.000245962,-0.005463
0.0299,0.000250256,-0.005308384
0.02995,0.000254407,-0.005149862
0.03,0.000258412,-0.004987523
0.03005,0.000262268,-0.004821459
0.0301,0.000265973,-0.004651764
0.03015,0.000269523,-0.004478536
0.0302,0.000272918,-0.004301874
0.03025,0.000276153,-0.004121881
0.0303,0.000279226,-0.003938661
0.03035,0.000282136,-0.003752323
0.0304,0.00028488,-0.003562975
0.03045,0.000287457,-0.003370729
0.0305,0.000289863,-0.003175701
0.03055,0.000292097,-0.002978006
0.0306,0.000294158,-0.002777763
0.03065,0.000296044,-0.002575092
0.0307,0.000297753,-0.002370116
0.03075,0.000299283,-0.002162959
0.0308,0.000300634,-0.001953747
0.03085,0.000301804,-0.001742609
0.0309,0.000302792,-0.001529673
0.03095,0.000303597,-0.001315072
0.031,0.000304218,-0.001098937
0.03105,0.000304654,-0.000881403
0.0311,0.000304905,-0.000662605
0.03115,0.00030497,-0.00044268
0.0312,0.000304848,-0.000221765
0.03125,0.00030454,1.24E-15
0.0313,0.000304044,0.000222476
0.03135,0.000303362,0.000445522
0.0314,0.000302493,0.000668997
0.03145,0.000301436,0.000892758
0.0315,0.000300193,0.001116662
0.03155,0.000298763,0.001340566
0.0316,0.000297148,0.001564326
0.03165,0.000295347,0.001787798
0.0317,0.000293362,0.002010837
0.03175,0.000291193,0.002233299
0.0318,0.000288842,0.002455038
0.03185,0.000286309,0.002675911
0.0319,0.000283595,0.002895772
0.03195,0.000280702,0.003114478
0.032,0.000277632,0.003331883
0.03205,0.000274385,0.003547845
0.0321,0.000270964,0.00376222
0.03215,0.00026737,0.003974866
0.0322,0.000263605,0.00418564
0.03225,0.000259672,0.004394402
0.0323,0.000255571,0.004601011
0.03235,0.000251306,0.004805328
0.0324,0.000246879,0.005007215
0.03245,0.000242292,0.005206534
0.0325,0.000237548,0.00540315
0.03255,0.00023265,0.005596929
0.0326,0.000227599,0.005787736
0.03265,0.0002224,0.005975442
0.0327,0.000217054,0.006159915
0.03275,0.000211566,0.006341027
0.0328,0.000205937,0.006518653
0.03285,0.000200173,0.006692667
0.0329,0.000194275,0.006862947
0.03295,0.000188247,0.007029372
0.033,0.000182093,0.007191824
0.03305,0.000175816,0.007350186
0.0331,0.000169421,0.007504345
0.03315,0.00016291,0.007654189
0.0332,0.000156288,0.00779961
0.03325,0.000149559,0.007940499
0.0333,0.000142726,0.008076754
0.03335,0.000135795,0.008208273
0.0334,0.000128768,0.008334958
0.03345,0.00012165,0.008456713
0.0335,0.000114447,0.008573445
0.03355,0.000107161,0.008685065
0.0336,9.98E-05,0.008791485
0.03365,9.24E-05,0.008892623
0.0337,8.49E-05,0.008988397
0.03375,7.73E-05,0.00907873
0.0338,6.97E-05,0.009163549
0.03385,6.20E-05,0.009242782
0.0339,5.42E-05,0.009316363
0.03395,4.65E-05,0.009384227
0.034,3.86E-05,0.009446315
0.03405,3.08E-05,0.009502569
0.0341,2.29E-05,0.009552938
0.03415,1.50E-05,0.00959737
0.0342,7.07E-06,0.00963582
0.03425,-8.79E-07,0.009668247
0.0343,-8.84E-06,0.009694612
0.03435,-1.68E-05,0.00971488
0.0344,-2.48E-05,0.009729021
0.03445,-3.27E-05,0.009737008
0.0345,-4.07E-05,0.009738818
0.03455,-4.86E-05,0.009734433
0.0346,-5.65E-05,0.009723836
0.03465,-6.44E-05,0.009707017
0.0347,-7.23E-05,0.009683969
0.03475,-8.01E-05,0.009654689
0.0348,-8.79E-05,0.009619178
0.03485,-9.56E-05,0.009577441
0.0349,-0.000103288,0.009529486
0.03495,-0.00011092,0.009475326
0.035,-0.000118492,0.009414979
0.03505,-0.000126,0.009348466
0.0351,-0.000133437,0.009275811
0.03515,-0.000140799,0.009197045
0.0352,-0.000148081,0.009112199
0.03525,-0.000155279,0.009021312
0.0353,-0.000162388,0.008924424
0.03535,-0.000169402,0.00882158
0.0354,-0.000176318,0.00871283
0.03545,-0.00018313,0.008598226
0.0355,-0.000189835,0.008477826
0.03555,-0.000196427,0.00835169
0.0356,-0.000202902,0.008219884
0.03565,-0.000209256,0.008082475
0.0357,-0.000215484,0.007939536
0.03575,-0.000221583,0.007791142
0.0358,-0.000227548,0.007637375
0.03585,-0.000233374,0.007478318
0.0359,-0.000239059,0.007314056
0.03595,-0.000244597,0.007144682
0.036,-0.000249986,0.00697029
0.03605,-0.000255221,0.006790977
0.0361,-0.000260299,0.006606844
0.03615,-0.000265217,0.006417996
0.0362,-0.000269969,0.006224541
0.03625,-0.000274555,0.006026591
0.0363,-0.000278969,0.005824258
0.03635,-0.000283209,0.005617662
0.0364,-0.000287272,0.005406922
0.03645,-0.000291154,0.005192162
0.0365,-0.000294854,0.004973509
0.03655,-0.000298368,0.004751091
0.0366,-0.000301693,0.004525041
0.03665,-0.000304828,0.004295494
0.0367,-0.000307769,0.004062587
0.03675,-0.000310514,0.00382646
0.0368,-0.000313062,0.003587254
0.03685,-0.00031541,0.003345116
0.0369,-0.000317556,0.003100192
0.03695,-0.000319499,0.002852631
0.037,-0.000321236,0.002602585
0.03705,-0.000322767,0.002350206
0.0371,-0.00032409,0.00209565
0.03715,-0.000325203,0.001839073
0.0372,-0.000326105,0.001580636
0.03725,-0.000326796,0.001320497
0.0373,-0.000327275,0.001058819
0.03735,-0.00032754,0.000795766
0.0374,-0.000327592,0.0005315
0.03745,-0.000327429,0.00026619
0.0375,-0.000327052,-2.51E-15
0.03755,-0.00032646,-0.0002669
0.0376,-0.000325653,-0.000534343
0.03765,-0.000324631,-0.000802157
